"","geoid2","date","month","day","year","elapsed","date_rep","cases","deaths","country","population_2019","continent","Cumulative_number_for_14_days_of_COVID.19_cases_per_100000","cases_cum","deaths_cum","deaths_cum_log","deaths_cum_l7","deaths_cum_g7","region","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","share_health_ins","pandemic_prep","pop_den_2018","life_exp_2017","resp_disease_prev","detect_index","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","health_index","respond_index","state_fragility","pr","share_older","pop_tot_log","pop_density_log","distancing_bin","lockdown_bin","lockdown_n","distancing_n","days_rel_lockdown","days_rel_distancing","retail","grocery","parks","transit","work","residential","mobility_index","stringency","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","temp_mean","precip","excess_deaths_weekly","excess_deaths_source","excess_deaths_last_obs","excess_deaths_cum","excess_deaths_cum_log","deaths_cum_per_million","deaths_cum_per_million_log","excess_deaths_cum_per_million","excess_deaths_cum_per_million_log","forcats..fct_explicit_na.geoid2.","relative_start","elapsed_rel","relative_start_d","elapsed_rel_d"
"200","VCT","2020-11-22","11","21","2020","326","2020-11-22","0","0","St. Vincent & Grenadines","110593","America","7.234","84","0","0","0","","Latin America & Caribbean","0.196","","","10.903","0.11","5201","5367","","110052363.629","282.59","","4.181","0","","","","22.541","","","","","","","","","","","","","","","","0","","","","","","273","273","0.004","","0","","","","0","29","","0.307","0.703","","","9.4","33","282.59","72.3","3.294","20.6","57.4","260","94.2","57.4","87.2","314","0.7","19","29.2","","","9.589","-2.205","5.644","","","","","","","","","","","","","","","","","","","","","","","","27.933","246.667","","","","","","0","0","","","VCT","100","226","",""
"201","VEN","2020-11-22","11","21","2020","326","2020-11-22","352","3","Venezuela","28515829","America","16.524","99017","866","6.765","844","0.026","Latin America & Caribbean","-1.582","","","","28.87","930406","1167747","14.575","956000000","32.731","32.352","4.515","","","","","27.667","-3","37.483","0.265","0.495","2","0.152","-0.65","-0.483","-2.354","0.709","-1.984","0.973","","7.834","17.519","1","0.432","2","0","","1531","270","270","0.004","","0","","","","0","27","0.142","0.497","0.135","0.483","2.78","100","23","32.731","72.246","3.42","8.7","192.5","80","97.1","67.8","94.9","973","0.8","12.9","19.7","14","1","7.268","3.363","3.488","","","","","","","","","","","","","-44.6","","","","","","","","","","","25.7","211.633","","","","","","29.996","3.434","","","VEN","74","252","112","214"
"202","VGB","2020-11-22","11","21","2020","326","2020-11-22","0","0","British Virgin Islands","30033","America","0","72","1","0.693","1","0","Latin America & Caribbean","","","","","0.03","","","","44244376000","198.68","","57.469","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","198.68","","","","","","","","","","","","","","","","-3.513","5.292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.555","3.543","","","VGB","231","95","",""
"203","VIR","2020-11-22","11","21","2020","326","2020-11-22","9","0","U.S. Virgin Islands","104579","America","82.234","1491","23","3.178","23","0","Latin America & Caribbean","0.83","","","","0.107","9101","11538","","","305.649","","53.364","","","","","19.713","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","305.649","79.42","3.181","","","","","","","","","","","","","19.293","-2.235","5.722","","","","","","","","","","","","","","","","","","","","","","","","27.467","224.2","","","","","","214.999","5.375","","","VIR","83","243","233","93"
"204","VNM","2020-11-22","11","21","2020","326","2020-11-22","1","0","Vietnam","96462108","Asia","0.096","1306","35","3.584","35","0","East Asia & Pacific","-0.003","208.307","27.5","6.609","95.54","2710562","4239888","17.667","15500000000","308.125","16.91","0.078","1.271","15.249","","17.507","23.173","-7","35.029","0.274","0.447","9","0.106","-1.404","-1.12","0.345","0.67","-0.486","0.641","","51.005","","0","-0.202","1","0","","","437","437","0.002","","0","","63","","0","29.8","0.193","0.238","0.508","0.233","0.969","61","49.1","308.125","75.241","2.862","57.4","82.1","260","93.5","60.3","78.2","169","0.7","28.3","43","7","0","7.275","4.56","5.731","","","","","","","","","","","","","-12","","","","","","","","","","","26.567","247.1","","","","","","0.366","0.312","","","VNM","35","291","219","107"
"205","VUT","2020-11-22","11","21","2020","326","2020-11-22","0","0","Vanuatu","299882","Oceania","","1","0","0","0","","East Asia & Pacific","-0.492","","","2.858","0.293","5555","5097","12.834","37582280.018","24.01","","1.204","0","","","","38.848","","39.9","","","","","0.984","0.337","0.737","0.75","1.331","0.439","","","","0","","5","","","","8","8","0.125","","0","","","","0","21.7","0.631","0.041","0.704","","3.296","100","26.1","24.01","70.172","3.371","15","18.6","170","97.1","32.4","53.5","63","0.6","6.6","24.8","","0","3.639","-1.229","3.178","","","","","","","","","","","","","","","","","","","","","","","","23.2","180.233","","","","","","0","0","","","VUT","","","",""
"206","YEM","2020-11-22","11","21","2020","326","2020-11-22","3","1","Yemen","29161922","Asia","0.079","2093","608","6.412","603","0.007","Middle East & North Africa","-2.244","","","2.285","28.499","373355","446340","12.726","-282098333.333","53.978","9.752","1.283","1.892","","","","39.615","0","36.8","0.625","0.875","1","0.49","-0.427","-1.519","-2.924","0.426","-1.826","0.797","","38.5","29.762","0","","","-999","","","","2000","0","","0","1","","","0","19.1","0.041","","0.002","0.078","1.026","42","18.5","53.978","66.086","4.518","9","31.1","70","52.5","43.3","59.7","72","0.5","7.6","19","21","","2.876","3.35","3.989","","","","","","","","","","","","","-9","","","","","","","","","","","26.267","13.067","","","","","","21.334","3.106","","","YEM","123","203","133","193"
"207","ZAF","2020-11-22","11","21","2020","326","2020-11-22","2646","86","South Africa","58558267","Africa","50.382","765409","20845","9.945","20206","0.03","Sub-Saharan Africa","0.34","59.47","","12.145","57.78","1218728","1853908","16.99","5470685860.338","47.63","35.308","5.767","0.006","3.353","1.785","78.629","29.079","9","59.417","0.876","0.414","1","0","2.118","0.78","-1.195","0.737","1.062","0.688","","23.506","47.996","0","0.678","2","0","","","1542","1542","0.001","","0","","1","","0","26","0.587","0.752","0.86","0.88","3.483","100","54.8","47.63","63.538","3.495","81.5","81.8","280","94.4","49.7","73.1","576","0.7","33","57.7","8","1","5.318","4.057","3.863","","","","","","","","","","","","","-41.6","","","","","","","","","","","16.533","21.3","","","","","","360.767","5.891","","","ZAF","71","255","96","230"
"208","ZMB","2020-11-22","11","21","2020","326","2020-11-22","21","0","Zambia","17861034","Africa","2.721","17394","356","5.878","350","0.017","Sub-Saharan Africa","-0.559","75.659","","3.748","17.352","142606","221719","9.094","408438491.702","23.341","14.545","0.789","0","1.053","","0.571","44.936","6","55.583","0.703","0.754","1","0.12","0.348","0.106","-0.955","0.58","0.138","0.663","","9.872","","0","","3","0","","","518","518","0.002","","0","","","","0","16.6","0.314","0.781","0.736","0.726","2.815","8.4","28.7","23.341","63.043","3.984","21.9","9.1","200","83","29","31.1","67","0.6","20.3","28.6","12","0","2.1","2.854","3.15","","","","","","","","","","","","","-7","","","","","","","","","","","22.567","10.933","","","","","","20.517","3.069","","","ZMB","85","241","160","166"
"209","ZWE","2020-11-22","11","21","2020","326","2020-11-22","52","0","Zimbabwe","14645473","Africa","4.602","9172","265","5.583","257","0.031","Sub-Saharan Africa","-1.199","48.437","","2.688","14.439","151062","273405","12.552","744637199.18","37.325","10.493","2.556","0","2.655","3.227","27.73","42.401","4","46.75","0.307","0.555","0","0","0.37","-1.089","-0.799","0.344","-1.279","0.853","","7.2","46.867","0","-0.875","4","0","1237","","1237","1237","0.001","","0","","","","0","19.5","0.19","0.387","0.736","0.366","2.613","1","38.2","37.325","60.812","3.468","65.6","7.7","170","88.7","31.2","38.6","86","0.5","14.7","30.1","17","0","2.94","2.67","3.62","","","","","","","","","","","","","-37.6","","","","","","","","","","","22.333","7.333","","","","","","18.353","2.963","","","ZWE","98","228","191","135"
